,genre,mood,title
588,comedy,romantic,"Great White Hype, The (1996)"
589,drama,dreamy,Last Dance (1996)
590,horror,romantic,Cold Comfort Farm (1995)
591,mystery,dreamy,Heaven's Prisoners (1996)
592,action,dreamy,"Rock, The (1996)"
593,thriller,wild,Cemetery Man (Dellamorte Dellamore) (1994)
594,fantasy,romantic,Twister (1996)
595,fantasy,spooky,Barb Wire (1996)
596,mystery,spooky,Ghost in the Shell (Kôkaku kidôtai) (1995)
597,comedy,wild,Thinner (1996)
598,horror,wild,Spy Hard (1996)
599,horror,energetic,Wallace & Gromit: A Close Shave (1995)
600,fantasy,romantic,"Stupids, The (1996)"
601,thriller,cheerful,"Arrival, The (1996)"
602,thriller,dreamy,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
603,mystery,cheerful,Ashes of Time (Dung che sai duk) (1994)
604,western,wild,Maya Lin: A Strong Clear Vision (1994)
605,horror,energetic,Stalingrad (1993)
606,thriller,spooky,"Phantom, The (1996)"
607,action,mysterious,Striptease (1996)
608,fantasy,dreamy,Heavy (1995)
609,drama,dreamy,Jack (1996)
610,comedy,mysterious,I Shot Andy Warhol (1996)
611,romance,gloomy,Touki Bouki (1973)
612,horror,mysterious,Spirits of the Dead (1968)
613,drama,romantic,Trainspotting (1996)
614,western,energetic,'Til There Was You (1997)
615,drama,wild,Independence Day (a.k.a. ID4) (1996)
616,comedy,wild,Stealing Beauty (1996)
617,western,cheerful,"Fan, The (1996)"
618,romance,mysterious,"Hunchback of Notre Dame, The (1996)"
619,comedy,energetic,"Cable Guy, The (1996)"
620,fantasy,wild,Kingpin (1996)
621,comedy,reflective,Eraser (1996)
622,horror,spooky,"Nutty Professor, The (1996)"
623,action,reflective,"Unforgettable Summer, An (Un été inoubliable) (1994)"
624,horror,dreamy,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)"
625,western,gloomy,Somebody to Love (1994)
626,romance,romantic,Daylight (1996)
627,thriller,energetic,"Frighteners, The (1996)"
628,horror,mysterious,Lone Star (1996)
629,horror,spooky,Harriet the Spy (1996)
630,action,gloomy,Phenomenon (1996)
631,thriller,wild,Walking and Talking (1996)
632,western,dreamy,She's the One (1996)
633,comedy,energetic,"Time to Kill, A (1996)"
634,drama,reflective,American Buffalo (1996)
635,thriller,romantic,Alaska (1996)
636,thriller,gloomy,Fled (1996)
637,romance,energetic,Kazaam (1996)
638,horror,spooky,Larger Than Life (1996)
639,romance,cheerful,"Very Brady Sequel, A (1996)"
640,comedy,cheerful,"Collector, The (La collectionneuse) (1967)"
641,western,spooky,Kaspar Hauser (1993)
642,mystery,dreamy,"Adventures of Pinocchio, The (1996)"
643,comedy,wild,Joe's Apartment (1996)
644,action,romantic,"First Wives Club, The (1996)"
645,action,cheerful,Ransom (1996)
646,mystery,energetic,High School High (1996)
647,action,wild,Foxfire (1996)
648,comedy,reflective,Chain Reaction (1996)
649,drama,wild,Matilda (1996)
650,action,romantic,Emma (1996)
651,mystery,energetic,"Crow: City of Angels, The (1996)"
652,action,energetic,House Arrest (1996)
653,horror,reflective,"Eyes Without a Face (Yeux sans visage, Les) (1959)"
654,comedy,reflective,Tales from the Crypt Presents: Bordello of Blood (1996)
655,thriller,romantic,"Spitfire Grill, The (1996)"
656,romance,cheerful,Escape from L.A. (1996)
657,western,reflective,Basquiat (1996)
658,drama,mysterious,Tin Cup (1996)
659,drama,spooky,"Godfather, The (1972)"
660,action,dreamy,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
661,mystery,reflective,Bound (1996)
662,thriller,gloomy,Carpool (1996)
663,horror,wild,Kansas City (1996)
664,drama,wild,Gone Fishin' (1997)
665,horror,cheerful,Nothing to Lose (1994)
666,mystery,mysterious,Supercop 2 (Project S) (Chao ji ji hua) (1993)
667,thriller,mysterious,"Relic, The (1997)"
668,horror,spooky,"Island of Dr. Moreau, The (1996)"
669,romance,romantic,First Kid (1996)
670,horror,reflective,"Trigger Effect, The (1996)"
671,drama,dreamy,Bogus (1996)
672,drama,wild,Bulletproof (1996)
673,horror,dreamy,Land Before Time III: The Time of the Great Giving (1995)
674,romance,cheerful,1-900 (06) (1994)
675,drama,mysterious,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)
676,horror,cheerful,Twelfth Night (1996)
677,comedy,wild,Mother Night (1996)
678,fantasy,reflective,Wild Reeds (Les roseaux sauvages) (1994)
679,romance,spooky,For Whom the Bell Tolls (1943)
680,thriller,reflective,"Philadelphia Story, The (1940)"
681,action,cheerful,Singin' in the Rain (1952)
682,action,cheerful,"American in Paris, An (1951)"
683,western,dreamy,Funny Face (1957)
684,horror,energetic,Breakfast at Tiffany's (1961)
685,thriller,spooky,Vertigo (1958)
686,thriller,dreamy,Rear Window (1954)
687,thriller,reflective,It Happened One Night (1934)
688,western,gloomy,Gaslight (1944)
689,comedy,reflective,"Gay Divorcee, The (1934)"
690,drama,mysterious,North by Northwest (1959)
691,fantasy,reflective,"Apartment, The (1960)"
692,fantasy,spooky,Some Like It Hot (1959)
693,drama,romantic,Charade (1963)
694,drama,romantic,Casablanca (1942)
695,fantasy,dreamy,"Maltese Falcon, The (1941)"
696,romance,energetic,My Fair Lady (1964)
697,mystery,spooky,Sabrina (1954)
698,mystery,dreamy,Roman Holiday (1953)
699,action,spooky,"Little Princess, The (1939)"
700,drama,dreamy,Meet Me in St. Louis (1944)
701,horror,cheerful,"Wizard of Oz, The (1939)"
702,romance,spooky,Gone with the Wind (1939)
703,western,energetic,My Favorite Year (1982)
704,comedy,romantic,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
705,fantasy,dreamy,Citizen Kane (1941)
706,drama,gloomy,2001: A Space Odyssey (1968)
707,western,energetic,All About Eve (1950)
708,western,gloomy,"Women, The (1939)"
709,romance,wild,Rebecca (1940)
710,drama,dreamy,Foreign Correspondent (1940)
711,romance,gloomy,Notorious (1946)
712,horror,spooky,Spellbound (1945)
713,action,mysterious,"Affair to Remember, An (1957)"
714,romance,dreamy,To Catch a Thief (1955)
715,thriller,gloomy,Father of the Bride (1950)
716,mystery,reflective,"Band Wagon, The (1953)"
717,fantasy,energetic,Ninotchka (1939)
718,comedy,wild,Love in the Afternoon (1957)
719,drama,spooky,Gigi (1958)
720,thriller,gloomy,"Adventures of Robin Hood, The (1938)"
721,horror,cheerful,"Mark of Zorro, The (1940)"
722,comedy,romantic,Laura (1944)
723,western,gloomy,"Ghost and Mrs. Muir, The (1947)"
724,horror,reflective,Lost Horizon (1937)
725,thriller,energetic,Top Hat (1935)
726,thriller,cheerful,To Be or Not to Be (1942)
727,horror,romantic,My Man Godfrey (1936)
728,western,dreamy,Giant (1956)
729,drama,energetic,East of Eden (1955)
730,fantasy,energetic,"Thin Man, The (1934)"
731,drama,wild,His Girl Friday (1940)
732,drama,reflective,Around the World in 80 Days (1956)
733,western,reflective,It's a Wonderful Life (1946)
734,thriller,cheerful,Mr. Smith Goes to Washington (1939)
735,action,romantic,Bringing Up Baby (1938)
736,thriller,cheerful,Penny Serenade (1941)
737,action,energetic,Of Human Bondage (1934)
738,action,romantic,Little Lord Fauntleroy (1936)
739,mystery,reflective,"Inspector General, The (1949)"
740,action,wild,"39 Steps, The (1935)"
741,thriller,cheerful,Night of the Living Dead (1968)
742,drama,wild,"African Queen, The (1951)"
743,action,wild,Beat the Devil (1953)
744,thriller,gloomy,Cat on a Hot Tin Roof (1958)
745,romance,reflective,Meet John Doe (1941)
746,drama,dreamy,"Farewell to Arms, A (1932)"
747,western,romantic,Nothing Personal (1995)
748,action,gloomy,Dangerous Ground (1997)
749,action,dreamy,Picnic (1955)
750,comedy,mysterious,"Pompatus of Love, The (1996)"
751,fantasy,wild,Fly Away Home (1996)
752,comedy,cheerful,Bliss (1997)
753,comedy,wild,Grace of My Heart (1996)
754,romance,dreamy,Maximum Risk (1996)
755,comedy,energetic,Michael Collins (1996)
756,mystery,spooky,Infinity (1996)
757,drama,mysterious,Big Night (1996)
758,horror,romantic,Last Man Standing (1996)
759,romance,gloomy,Set It Off (1996)
760,horror,mysterious,2 Days in the Valley (1996)
761,fantasy,mysterious,Extreme Measures (1996)
762,fantasy,mysterious,"Glimmer Man, The (1996)"
763,drama,mysterious,D3: The Mighty Ducks (1996)
764,thriller,mysterious,"Chamber, The (1996)"
765,romance,romantic,"Apple Dumpling Gang, The (1975)"
766,fantasy,dreamy,"Davy Crockett, King of the Wild Frontier (1955)"
767,romance,spooky,Escape to Witch Mountain (1975)
768,thriller,spooky,"Love Bug, The (1969)"
769,mystery,cheerful,Herbie Rides Again (1974)
770,fantasy,energetic,Old Yeller (1957)
771,action,spooky,"Parent Trap, The (1961)"
772,drama,mysterious,Pollyanna (1960)
773,western,romantic,Homeward Bound: The Incredible Journey (1993)
774,drama,dreamy,"Shaggy Dog, The (1959)"
775,action,cheerful,Swiss Family Robinson (1960)
776,western,reflective,That Darn Cat! (1965)
777,thriller,reflective,"20,000 Leagues Under the Sea (1954)"
778,western,spooky,Cool Runnings (1993)
779,horror,reflective,Angels in the Outfield (1994)
780,thriller,gloomy,Cinderella (1950)
781,horror,cheerful,Winnie the Pooh and the Blustery Day (1968)
782,mystery,dreamy,"Three Caballeros, The (1945)"
783,thriller,wild,"Sword in the Stone, The (1963)"
784,thriller,reflective,Robin Hood: Prince of Thieves (1991)
785,romance,mysterious,Mary Poppins (1964)
786,thriller,mysterious,Dumbo (1941)
787,romance,cheerful,Pete's Dragon (1977)
788,horror,romantic,Bedknobs and Broomsticks (1971)
789,mystery,energetic,Alice in Wonderland (1951)
790,romance,gloomy,"Fox and the Hound, The (1981)"
791,horror,gloomy,Freeway (1996)
792,western,energetic,"Sound of Music, The (1965)"
793,mystery,romantic,Die Hard (1988)
794,thriller,gloomy,"Lawnmower Man, The (1992)"
795,horror,energetic,"Secret Agent, The (1996)"
796,thriller,mysterious,Secrets & Lies (1996)
797,mystery,wild,That Thing You Do! (1996)
798,comedy,gloomy,To Gillian on Her 37th Birthday (1996)
799,comedy,energetic,Beautiful Thing (1996)
800,horror,wild,"Long Kiss Goodnight, The (1996)"
801,mystery,dreamy,"Ghost and the Darkness, The (1996)"
802,comedy,reflective,Looking for Richard (1996)
803,horror,wild,Trees Lounge (1996)
804,western,spooky,Normal Life (1996)
805,horror,cheerful,Get on the Bus (1996)
806,western,wild,Shadow Conspiracy (1997)
807,horror,energetic,Jude (1996)
808,romance,dreamy,Everyone Says I Love You (1996)
809,western,dreamy,William Shakespeare's Romeo + Juliet (1996)
810,horror,wild,Swingers (1996)
811,western,cheerful,Sleepers (1996)
812,drama,wild,Aladdin and the King of Thieves (1996)
813,fantasy,energetic,Shall We Dance (1937)
814,thriller,energetic,Crossfire (1947)
815,mystery,cheerful,Willy Wonka & the Chocolate Factory (1971)
816,western,energetic,"Innocents, The (1961)"
817,romance,cheerful,Sleeper (1973)
818,mystery,gloomy,Bananas (1971)
819,western,cheerful,"Fish Called Wanda, A (1988)"
820,western,dreamy,Monty Python's Life of Brian (1979)
821,fantasy,mysterious,Victor/Victoria (1982)
822,fantasy,wild,"Candidate, The (1972)"
823,mystery,romantic,"Great Race, The (1965)"
824,comedy,reflective,Bonnie and Clyde (1967)
825,horror,reflective,"Old Man and the Sea, The (1958)"
826,action,energetic,Dial M for Murder (1954)
827,comedy,reflective,Dirty Dancing (1987)
828,thriller,reflective,Reservoir Dogs (1992)
829,action,energetic,Platoon (1986)
830,comedy,spooky,Weekend at Bernie's (1989)
831,thriller,romantic,Basic Instinct (1992)
832,fantasy,cheerful,"Doors, The (1991)"
833,romance,gloomy,"Crying Game, The (1992)"
834,western,energetic,Glengarry Glen Ross (1992)
835,drama,romantic,Sophie's Choice (1982)
836,comedy,reflective,E.T. the Extra-Terrestrial (1982)
837,fantasy,reflective,"Christmas Carol, A (1938)"
838,thriller,romantic,Days of Thunder (1990)
839,drama,romantic,Top Gun (1986)
840,western,reflective,Rebel Without a Cause (1955)
841,horror,wild,"Streetcar Named Desire, A (1951)"
842,thriller,dreamy,Children of the Corn IV: The Gathering (1996)
843,mystery,dreamy,Loser (1991)
844,drama,romantic,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
845,western,reflective,Palookaville (1996)
846,drama,reflective,"Funeral, The (1996)"
847,mystery,mysterious,"Single Girl, A (Fille seule, La) (1995)"
848,romance,reflective,"Eighth Day, The (Huitième jour, Le) (1996)"
849,western,cheerful,Drunks (1995)
850,mystery,romantic,"People vs. Larry Flynt, The (1996)"
851,western,wild,Glory Daze (1995)
852,thriller,reflective,"Perfect Candidate, A (1996)"
853,fantasy,cheerful,On Golden Pond (1981)
854,thriller,dreamy,"Return of the Pink Panther, The (1975)"
855,western,romantic,Drop Dead Fred (1991)
856,comedy,romantic,"Abyss, The (1989)"
857,action,reflective,"Fog, The (1980)"
858,fantasy,cheerful,Escape from New York (1981)
859,drama,cheerful,"Howling, The (1980)"
860,action,romantic,Jean de Florette (1986)
861,action,wild,Manon of the Spring (Manon des sources) (1986)
862,comedy,gloomy,Private Benjamin (1980)
863,mystery,energetic,Monty Python and the Holy Grail (1975)
864,western,romantic,Hustler White (1996)
865,thriller,spooky,Entertaining Angels: The Dorothy Day Story (1996)
866,mystery,spooky,"Line King: The Al Hirschfeld Story, The (1996)"
867,drama,wild,When We Were Kings (1996)
868,drama,romantic,Wallace & Gromit: The Wrong Trousers (1993)
869,western,dreamy,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
870,horror,romantic,Lesson Faust (1994)
871,mystery,romantic,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)"
872,comedy,reflective,"Tin Drum, The (Blechtrommel, Die) (1979)"
873,romance,dreamy,"Ruling Class, The (1972)"
874,fantasy,spooky,Mina Tannenbaum (1994)
875,comedy,gloomy,Dear God (1996)
876,horror,mysterious,Best of the Best 3: No Turning Back (1995)
877,western,energetic,Bob Roberts (1992)
878,western,romantic,Cinema Paradiso (Nuovo cinema Paradiso) (1989)
879,mystery,wild,"Cook the Thief His Wife & Her Lover, The (1989)"
880,fantasy,gloomy,Delicatessen (1991)
881,thriller,mysterious,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)"
882,drama,romantic,Enchanted April (1992)
883,horror,mysterious,Paths of Glory (1957)
884,comedy,gloomy,"Grifters, The (1990)"
885,western,spooky,Hear My Song (1991)
886,romance,reflective,"English Patient, The (1996)"
887,western,dreamy,Mediterraneo (1991)
888,comedy,gloomy,My Left Foot (1989)
889,western,wild,"Sex, Lies, and Videotape (1989)"
890,drama,energetic,Passion Fish (1992)
891,fantasy,spooky,Strictly Ballroom (1992)
892,romance,romantic,"Thin Blue Line, The (1988)"
893,action,romantic,Tie Me Up! Tie Me Down! (¡Átame!) (1990)
894,thriller,dreamy,Madonna: Truth or Dare (1991)
895,horror,romantic,Paris Is Burning (1990)
896,western,dreamy,One Flew Over the Cuckoo's Nest (1975)
897,horror,cheerful,Cheech and Chong's Up in Smoke (1978)
898,fantasy,wild,Star Wars: Episode V - The Empire Strikes Back (1980)
899,action,romantic,"Princess Bride, The (1987)"
900,western,energetic,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
901,mystery,spooky,Brazil (1985)
902,romance,reflective,Aliens (1986)
903,mystery,mysterious,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
904,fantasy,mysterious,Withnail & I (1987)
905,action,spooky,12 Angry Men (1957)
906,western,gloomy,Lawrence of Arabia (1962)
907,thriller,wild,"Clockwork Orange, A (1971)"
908,comedy,spooky,To Kill a Mockingbird (1962)
909,western,dreamy,Apocalypse Now (1979)
910,comedy,cheerful,Once Upon a Time in the West (C'era una volta il West) (1968)
911,fantasy,cheerful,Star Wars: Episode VI - Return of the Jedi (1983)
912,mystery,gloomy,"Wings of Desire (Himmel über Berlin, Der) (1987)"
913,action,romantic,"Third Man, The (1949)"
914,mystery,reflective,Goodfellas (1990)
915,mystery,gloomy,Alien (1979)
916,comedy,dreamy,Army of Darkness (1993)
917,drama,mysterious,"Big Blue, The (Grand bleu, Le) (1988)"
918,drama,cheerful,Ran (1985)
919,thriller,cheerful,"Killer, The (Die xue shuang xiong) (1989)"
920,mystery,mysterious,Psycho (1960)
921,action,gloomy,"Blues Brothers, The (1980)"
922,fantasy,romantic,"Godfather: Part II, The (1974)"
923,action,reflective,Full Metal Jacket (1987)
924,horror,dreamy,"Grand Day Out with Wallace and Gromit, A (1989)"
925,fantasy,reflective,Henry V (1989)
926,fantasy,romantic,Amadeus (1984)
927,western,mysterious,"Quiet Man, The (1952)"
928,western,romantic,Once Upon a Time in America (1984)
929,thriller,energetic,Raging Bull (1980)
930,thriller,reflective,Annie Hall (1977)
931,horror,wild,"Right Stuff, The (1983)"
932,action,reflective,Stalker (1979)
933,drama,mysterious,"Boot, Das (Boat, The) (1981)"
934,drama,romantic,"Sting, The (1973)"
935,drama,mysterious,Harold and Maude (1971)
936,comedy,energetic,Trust (1990)
937,thriller,cheerful,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
938,fantasy,reflective,Local Hero (1983)
939,action,wild,"Terminator, The (1984)"
940,action,romantic,Dead Alive (Braindead) (1992)
941,action,reflective,Glory (1989)
942,horror,romantic,Rosencrantz and Guildenstern Are Dead (1990)
943,mystery,reflective,Manhattan (1979)
944,romance,gloomy,Miller's Crossing (1990)
945,drama,gloomy,Dead Poets Society (1989)
946,drama,cheerful,"Graduate, The (1967)"
947,mystery,cheerful,Touch of Evil (1958)
948,comedy,reflective,"Femme Nikita, La (Nikita) (1990)"
949,romance,dreamy,"Bridge on the River Kwai, The (1957)"
